,lh_SFG_L_6_1_thickness,lh_SFG_L_6_2_thickness,lh_SFG_L_6_3_thickness,lh_SFG_L_6_4_thickness,lh_SFG_L_6_5_thickness,lh_SFG_L_6_6_thickness,lh_MFG_L_7_1_thickness,lh_MFG_L_7_2_thickness,lh_MFG_L_7_3_thickness,lh_MFG_L_7_4_thickness,lh_MFG_L_7_5_thickness,lh_MFG_L_7_6_thickness,lh_MFG_L_7_7_thickness,lh_IFG_L_6_1_thickness,lh_IFG_L_6_2_thickness,lh_IFG_L_6_3_thickness,lh_IFG_L_6_4_thickness,lh_IFG_L_6_5_thickness,lh_IFG_L_6_6_thickness,lh_OrG_L_6_1_thickness,lh_OrG_L_6_2_thickness,lh_OrG_L_6_3_thickness,lh_OrG_L_6_4_thickness,lh_OrG_L_6_5_thickness,lh_OrG_L_6_6_thickness,lh_PrG_L_6_1_thickness,lh_PrG_L_6_2_thickness,lh_PrG_L_6_3_thickness,lh_PrG_L_6_4_thickness,lh_PrG_L_6_5_thickness,lh_PrG_L_6_6_thickness,lh_PCL_L_2_1_thickness,lh_PCL_L_2_2_thickness,lh_STG_L_6_1_thickness,lh_STG_L_6_2_thickness,lh_STG_L_6_3_thickness,lh_STG_L_6_4_thickness,lh_STG_L_6_5_thickness,lh_STG_L_6_6_thickness,lh_MTG_L_4_1_thickness,lh_MTG_L_4_2_thickness,lh_MTG_L_4_3_thickness,lh_MTG_L_4_4_thickness,lh_ITG_L_5_1_thickness,lh_ITG_L_5_2_thickness,lh_ITG_L_5_3_thickness,lh_ITG_L_5_4_thickness,lh_ITG_L_5_5_thickness,lh_FuG_L_3_1_thickness,lh_FuG_L_3_2_thickness,lh_FuG_L_3_3_thickness,lh_PhG_L_6_1_thickness,lh_PhG_L_6_2_thickness,lh_PhG_L_6_3_thickness,lh_PhG_L_6_4_thickness,lh_PhG_L_6_5_thickness,lh_PhG_L_6_6_thickness,lh_pSTS_L_2_1_thickness,lh_pSTS_L_2_2_thickness,lh_SPL_L_4_1_thickness,lh_SPL_L_4_2_thickness,lh_SPL_L_4_3_thickness,lh_SPL_L_4_4_thickness,lh_IPL_L_6_1_thickness,lh_IPL_L_6_2_thickness,lh_IPL_L_6_3_thickness,lh_IPL_L_6_4_thickness,lh_IPL_L_6_5_thickness,lh_IPL_L_6_6_thickness,lh_PCun_L_4_1_thickness,lh_PCun_L_4_2_thickness,lh_PCun_L_4_3_thickness,lh_PCun_L_4_4_thickness,lh_PoG_L_4_1_thickness,lh_PoG_L_4_2_thickness,lh_PoG_L_4_3_thickness,lh_PoG_L_4_4_thickness,lh_INS_L_6_1_thickness,lh_INS_L_6_2_thickness,lh_INS_L_6_3_thickness,lh_CG_L_5_1_thickness,lh_CG_L_5_2_thickness,lh_CG_L_5_3_thickness,lh_CG_L_5_4_thickness,lh_CG_L_5_5_thickness,lh_MVOcC_L_5_1_thickness,lh_MVOcC_L_5_2_thickness,lh_MVOcC_L_5_3_thickness,lh_MVOcC_L_5_4_thickness,lh_MVOcC_L_5_5_thickness,lh_LOcC_L_4_1_thickness,lh_LOcC_L_4_2_thickness,lh_LOcC_L_4_3_thickness,lh_LOcC_L_4_4_thickness,lh_MeanThickness_thickness
lh_MFG_L_7_5_thickness,0.8367935626170957,0.7633986481932578,0.9371542745375516,0.845160172938243,0.8724183673323503,0.3803564628787309,0.16391528342028155,0.9319937552836619,0.01934911766922751,0.24152999361678082,1.0,0.8890120793115888,0.39935499690974036,0.5741682599893815,0.3438406451990742,0.8036995168869776,0.3065496866330314,0.8794078543260115,0.3572285729018406,0.06285944952583011,0.5306622674302779,0.38864284549213135,0.5053704888664277,0.5337139509264296,0.7534476775545937,0.29688279607699797,0.8877983967467326,0.151982913532122,0.05905610199653782,0.7679430365437532,0.8209926178955521,0.7818954897376447,0.9101525331906585,0.07245179230778717,0.03769800994821028,0.657860317147114,0.5628840250596407,0.31027888419191857,0.7251826761998055,0.334711322619458,0.7248962387649484,0.7072848408908308,0.9990716687136726,0.8798712425645487,0.6489833500426538,0.7364487240469724,0.5185794556564323,0.8512970764208966,0.889190467994252,0.9577621203640683,0.45326163085359106,0.4612385176672799,0.7637886835061951,0.478483286742279,0.5435179673700172,0.6911839405667195,0.31598564319441186,0.16060824635905416,0.09811246215421024,0.7977413686747288,0.9442922999850292,0.5786900175701378,0.6369564532109528,0.7522651416624263,0.10931187581082999,0.5695348799512787,0.7173520562570852,0.9577621203640683,0.7100816410960311,0.8537227788503686,0.6687163939874288,0.7333375155045594,0.2411755763170289,0.6451989045223406,0.5326431660748018,0.18914272268675422,0.9137563689946617,0.03587714154297254,0.6371753635226151,0.7387144068000829,0.7596386025037112,0.7043217772079291,0.7704079310482611,0.808793069658237,0.558927764878117,0.14819797327082923,0.8590727357125858,0.29539060630695185,0.7498845971576407,0.7668936084215967,0.6540962251815355,0.2660259933774221,0.5270440922094882,0.6007594448446796,0.6587235560322368
lh_MFG_L_7_6_thickness,0.9466243120313942,0.6063325992275244,0.7791432569051677,0.5961969463086134,0.983687291795015,0.23847192598672395,0.15319633713593928,0.7982646043196634,0.03200536948161831,0.12373669802453202,0.8890120793115888,1.0,0.2447817104724901,0.823654223974184,0.547865737119401,0.9097984377151371,0.5330375035677998,0.7406590702438676,0.4532930838995617,0.17204908875014752,0.3387611628427245,0.5051870333311389,0.40094641995124514,0.5843680579309813,0.5211211890919465,0.12102916434054813,0.6596168095079291,0.09472884934963,0.013429278477584261,0.5802472974568599,0.9680435869872339,0.9714517290060304,0.8097838060136602,0.12386297569785237,0.014220125133689514,0.7222093185381316,0.500714796601302,0.3536716702614975,0.6979896802557679,0.22434018583913853,0.5899970349927228,0.4570156765117985,0.8714179910483851,0.6437878499821111,0.8807981255309885,0.6026421295282676,0.30067351089964933,0.8593617531472337,0.9799162094226177,0.762427469361268,0.5857769589371888,0.5241002863938438,0.5425911283849625,0.5293020770480511,0.7442242941079882,0.9158435081627336,0.1316959266909321,0.21367531575066764,0.04287088123317886,0.5500067830095843,0.9359890275240691,0.5817613102327234,0.384742693271517,0.7018425354895959,0.21080978817679608,0.7850198484005766,0.4710993415122298,0.9704805501740406,0.5807291295320887,0.6480757446435514,0.8991729895006746,0.9464787171532827,0.37387067570406207,0.542660525137668,0.3917747021285229,0.06087921202762018,0.7752538784420471,0.09386591201155933,0.5445806608067235,0.8446726386072738,0.8620120777949315,0.7227545316817114,0.9649954816664086,0.9805443543130838,0.688642637053241,0.13506971860630668,0.857529115190448,0.27743357658143086,0.5333236088430382,0.6859091853477906,0.4663437227856897,0.4414026997713224,0.2918531961006417,0.44111755791954466,0.6176585735478577
lh_MFG_L_7_7_thickness,0.14949942616710804,0.5972388922279036,0.5616640879162452,0.4944789529436226,0.1869977413662368,0.995591785573668,0.7614811292751775,0.5649276268887798,0.42855005661653145,0.9349692237456775,0.39935499690974036,0.2447817104724901,1.0,0.2680879818464118,0.34275292223757925,0.13030703679445052,0.5505906604706989,0.6286878635471611,0.014472866686102101,0.004459556374187467,0.4243347366816938,0.020693089883285193,0.6436424091445972,0.15491882369809043,0.4303203360872835,0.6516867368784126,0.5270504216440657,0.13735384527133068,0.402346509062774,0.3674760610990472,0.1545432647907778,0.24198570848023276,0.29011693911209674,0.0015367514409420646,0.46734977580896464,0.12765393908785105,0.33103916763516716,0.0074311436960781095,0.20604012120438692,0.2708187898710395,0.7723888662898701,0.46807890403374003,0.4104263641189137,0.4582722190756719,0.19906283659226948,0.7661861941782768,0.4852500949876722,0.1924417704302742,0.19492600853455255,0.5075734147155612,0.03387815305396522,0.14851423056075705,0.41252737672373613,0.17009864628844099,0.171775581231624,0.19968807148027234,0.48824655959007146,0.45630783896762767,0.21271369760039102,0.5160620961489364,0.41689641268141475,0.19397948593737932,0.5034420752336846,0.22632776014878714,0.005225144204298542,0.17721031535740683,0.4582707653554071,0.2713084269540141,0.6472895127552254,0.5625626500234514,0.2058412201015759,0.2326004284581584,0.015699722352156324,0.8457237220780653,0.9395338903402167,0.5961277507591898,0.5895222548735789,0.0012438673839059102,0.27920619684973835,0.10699456417696793,0.11466711611758786,0.16675525201768018,0.25180452296879546,0.2583601681320715,0.03921359490650227,0.0010820939321931524,0.20078031091723608,0.005247188048550406,0.5240868993935133,0.2542360048139977,0.3829058626879509,0.04240302867599133,0.4881341374184317,0.3619402833477755,0.7698558622437026
lh_IFG_L_6_1_thickness,0.7447660414075787,0.4612799640344419,0.5605455405995541,0.28346095404199767,0.7859785602024079,0.28454236555225426,0.28890294965346053,0.6004268487118868,0.0988930179247842,0.16502937157060613,0.5741682599893815,0.823654223974184,0.2680879818464118,1.0,0.884938261017415,0.7086893216137752,0.7334326489337047,0.5933774442592459,0.528442124544039,0.36493541200484597,0.12692908577833442,0.5618721655090677,0.22835847145271665,0.40624880717192763,0.2116820537440635,0.03937186007574859,0.372192523136206,0.029252208367585842,0.011245192695372429,0.25755225080785527,0.8249139477306711,0.9288055458517391,0.4543813875910959,0.26685161154241055,0.03586970492160809,0.5150811653350067,0.37438575940672897,0.4259246234320957,0.4143046882215825,0.09072700395679753,0.5564745473205399,0.1733411695608366,0.5512567037985064,0.30702624372239246,0.9821420223789905,0.5626931784973913,0.10845985721361337,0.5588245271377084,0.7558533018870666,0.4698553275252666,0.5940626481301289,0.6182587976895728,0.22632614637727302,0.36931738106371137,0.9365578580588723,0.9708483317946917,0.030129376836442588,0.37464594874811274,0.009451368614672731,0.26510119702855234,0.7310890734329176,0.36382515864297654,0.1411887575579928,0.40074721664149715,0.3852410250426056,0.9599040526906794,0.18114074564018603,0.6874404543732586,0.5046504719110034,0.41289700855946176,0.9799787741646062,0.9580048436621087,0.49527250734006867,0.5113130520438702,0.4261098912470532,0.02130630651082842,0.5949328459222828,0.24756727024108466,0.2792797197522021,0.6609708476551447,0.6673782094244274,0.46789160057078055,0.9365578580588723,0.9092372465017764,0.6896754903768025,0.16798399078955933,0.5497643571336294,0.27869099150348986,0.2911411257459339,0.37152560395716794,0.19232555494629397,0.5079696580579061,0.09030196315030423,0.1906140507564656,0.5760294612242103
lh_IFG_L_6_2_thickness,0.46861452061898085,0.3469806156263563,0.39772228628596906,0.14299449879784418,0.5034990302757888,0.3655940420398754,0.39067829287665923,0.4386270094625457,0.174602246813951,0.2473003179436308,0.3438406451990742,0.547865737119401,0.34275292223757925,0.884938261017415,1.0,0.44154637721215845,0.7209994903071169,0.464669326408256,0.5411726937815138,0.49178761178310487,0.03769360466653034,0.5249846051867073,0.1492135358879737,0.2107856486077493,0.08135262673637461,0.03192227898315019,0.2209880507255623,0.01185563704635429,0.0249360651981309,0.10041036669127369,0.5553601538930613,0.6870958424291034,0.2210820752262198,0.4360623336620798,0.07439603640738168,0.28868822280598627,0.268457371175339,0.5249846051867072,0.19661627230097495,0.0439700430794239,0.510452246650581,0.06579307831627125,0.32716138020555235,0.1485395079385022,0.821019543127993,0.5124510045690013,0.047165653895113284,0.29750177363494795,0.47130424988790875,0.29167997776507504,0.4891572660773332,0.7124749074168801,0.08731809103367648,0.1857965025742432,0.9055352826284524,0.7773185934022917,0.006698347084751143,0.4596840172924844,0.003073946464603919,0.13991361072781902,0.5050492624128418,0.17233151203229546,0.05796607562757061,0.18513318932798223,0.49810126746197897,0.8896981067792333,0.06838680982111603,0.4116838543101694,0.41707062884531987,0.27305834808343565,0.8020117722789246,0.7381902419269737,0.4978299493402921,0.5019722894625341,0.47125470785230694,0.027428556429396258,0.44550369420122743,0.423162769902938,0.11224260903363148,0.4132861968447341,0.41312451293785635,0.2400455800175476,0.701119826383272,0.6600317518039345,0.5845110355559692,0.3153459985226814,0.2896897892730669,0.4082242495601122,0.1729638095137147,0.16488916645673807,0.06628378292565792,0.4041910079320156,0.026345221265606393,0.06538605742046245,0.5326563461813326
lh_IFG_L_6_3_thickness,0.9941873047222396,0.4865870032547683,0.6117147694535311,0.6597968145821509,0.9672052909683773,0.11935010515373072,0.05355328943952892,0.6053866216838903,0.006810831115137771,0.05689010342738088,0.8036995168869776,0.9097984377151371,0.13030703679445052,0.7086893216137752,0.44154637721215845,1.0,0.5022876335740757,0.527741098020132,0.6898380563460154,0.2577101755907748,0.3570940284371826,0.7419153187888848,0.3307028118144592,0.699367285447366,0.6304392089825651,0.08139610863365397,0.6458584104508173,0.22885603323609485,0.006531576360242045,0.6897950414921193,0.9697161793722509,0.8579683224978473,0.8831527887547164,0.2397831305320213,0.0042291937107971685,0.8937724451920641,0.47487396131394793,0.5791615135151544,0.8371067255632736,0.3913512661589258,0.3622364275034007,0.570632164406323,0.7937592212204041,0.7068937144365118,0.7950274157023326,0.3731768738356148,0.44306906472811847,0.960579145864535,0.9696221114730988,0.6849493650818329,0.8163010672438109,0.41726425694109837,0.6512133161771261,0.582048363607048,0.6717815291875645,0.8300277791332926,0.17364523533016094,0.08371637075111708,0.11835719527041608,0.6174576964890746,0.7560858870873493,0.6865748348281723,0.5107280848486243,0.8346582267239497,0.34893831837763783,0.7118246123892626,0.5832168557429176,0.9195572741420248,0.41100901816770286,0.5857048677033747,0.8086979692658733,0.837726187983824,0.573691947817962,0.34852002363175205,0.2120224429748268,0.03734622214178397,0.5755002275707894,0.16528415922148776,0.6341303218523876,0.9878565375010395,0.9929238930847792,0.8762690719388633,0.8441834622448487,0.8576780852363041,0.8760822750447317,0.29725398257647057,0.9553473845966758,0.4782759862531566,0.5753257312314953,0.8114459626246271,0.552566396132157,0.5697722510063288,0.37413598818467486,0.4967333860552199,0.42823101933607605
lh_IFG_L_6_4_thickness,0.5083171528606197,0.14421277184538245,0.26031926220784873,0.11495305806732428,0.5165288054211915,0.5396698686587265,0.4957506836743502,0.3091704599346745,0.4221503150660109,0.4929703300469536,0.3065496866330314,0.5330375035677998,0.5505906604706989,0.7334326489337047,0.7209994903071169,0.5022876335740757,1.0,0.31762025877109923,0.4107135537271281,0.32321480396904345,0.1469559815447792,0.4520682656526715,0.5203613014587112,0.41687829119319053,0.1502691238428495,0.18823594125311957,0.12747552642893617,0.0011958449836557904,0.14512667650822436,0.20813896406799698,0.5469507171977306,0.631009375690329,0.3107838911724937,0.21992341605520102,0.27885770533112103,0.45410307626945573,0.07218923065317207,0.30029713450170825,0.36968707615796315,0.006878479876890546,0.38372148256654653,0.11210382696855128,0.2873407217838643,0.1498755554419487,0.6625345196715285,0.39123533495175783,0.03142724036329189,0.4130663193018651,0.49636869053142957,0.1958511329529127,0.49032468893473174,0.26823623738349345,0.1669888818223558,0.3995832326754575,0.5897330063286177,0.654343622227039,0.031130801090098942,0.45006683727463903,0.0014437088378361207,0.08661302923087749,0.4502351002661734,0.3752737102992799,0.06400842357330926,0.3495437118896659,0.33690053003969195,0.6197741593275812,0.12207050001147657,0.4271796556624079,0.19654493372795032,0.12723906997485956,0.665150908038487,0.6574550600991635,0.4400125495870742,0.6184584909119221,0.5181151567378952,0.16231841768119573,0.306488136094493,0.20726829074207723,0.2870677165687891,0.4991161665081795,0.4968470974593878,0.4130627127638464,0.6431203539593877,0.616016684184396,0.48620521560411467,0.10859309034284052,0.40428747579974833,0.15340272379092684,0.06797814942719155,0.3204967814554013,0.1876937534635084,0.498377101670441,0.08091343219993355,0.2059372901933417,0.6919183482284579
lh_IFG_L_6_5_thickness,0.5827699354356912,0.8714505608080252,0.9828597966641892,0.7520058559093372,0.6602621405308277,0.6272784673210361,0.37767355600059693,0.9912155583236382,0.07176603280628822,0.446150307011744,0.8794078543260115,0.7406590702438676,0.6286878635471611,0.5933774442592459,0.464669326408256,0.527741098020132,0.31762025877109923,1.0,0.15605815514723226,0.020170394802007684,0.5126659890836079,0.17269774939886928,0.48987285950635695,0.32718735110145675,0.6262307352990407,0.4243858585262681,0.8453085910745739,0.0987252147295509,0.13438290091083785,0.596218032431646,0.6112472946112366,0.6967688869892725,0.6643238043446482,0.019219814978833343,0.1046940300066723,0.3761424817802863,0.5553140986546654,0.13430121945189943,0.4649790182989232,0.25861270632690464,0.955150665109729,0.6181919629341436,0.8807891350376897,0.7512704384081116,0.6028643666352393,0.959495572217834,0.4950417774696725,0.5648236110863702,0.6673144382544813,0.9144943209860252,0.21231968031647913,0.4964773293522354,0.6220400581865677,0.320140210501731,0.5392757952841197,0.6231249886093699,0.4032790502960213,0.32728332621882283,0.11437590760616652,0.7335925571428217,0.9044495032320137,0.3777162808041474,0.5894199824146845,0.495436392713123,0.03382343342992935,0.5534355724332736,0.6191787510768323,0.7646926659938574,0.8883304227061846,0.8749713383441118,0.6165939846950916,0.6659846243506005,0.09090339075370543,0.8164230143032578,0.7961783188780265,0.31785044209522645,0.9965529876035093,0.009002101566132292,0.4669164486498564,0.4463787902250659,0.4688195381908137,0.4279993580869802,0.6978085133855425,0.7219227241529065,0.3159802935524456,0.04949336269837601,0.5750521780147424,0.1332345605128038,0.7243173370603142,0.5226698327606649,0.5416035890523297,0.12395394165663667,0.5265495950380787,0.505941805778508,0.7755097072208701
lh_IFG_L_6_6_thickness,0.6352524576838002,0.2108799149408728,0.21908908449681722,0.4560639486009601,0.5513735158474905,0.013031421629686301,0.007511743492795745,0.19846357592284283,0.0006232701071604287,0.004452102544590294,0.3572285729018406,0.4532930838995617,0.014472866686102101,0.528442124544039,0.5411726937815138,0.6898380563460154,0.4107135537271281,0.15605815514723226,1.0,0.6308743839711779,0.356106360823193,0.9924925470957804,0.08126366587417429,0.6537964440081043,0.5425764557466854,0.007490538924659868,0.36126975227172414,0.4345900064521157,0.00021496349458809228,0.5698198692996957,0.6039722124965814,0.46960753576969716,0.5597607816150914,0.7026456052988654,0.00015946476998755132,0.7700492584213725,0.27605187158430466,0.9651536328586491,0.6781443709376281,0.5002449808978897,0.08131771677582436,0.5282970792298021,0.35897062235530314,0.4752523547792209,0.575001998066038,0.08381366242680868,0.5046286552714714,0.6436248322283369,0.5461996075275335,0.3168038145732568,0.9611313253274224,0.4325393187878831,0.5497457909028411,0.5054796725014696,0.6403561455969633,0.5568507675394978,0.3001868319380099,0.016301867569784505,0.305696153641154,0.44189600851830346,0.2765210547620307,0.6210435014898958,0.512102354050868,0.659964833251149,0.7939364921596677,0.6310968053395396,0.5319703419172681,0.45400244614563645,0.14712815241052693,0.2936250981144113,0.5578395961278134,0.4974905960090108,0.9300027707881633,0.06919676282174958,0.03157449334202587,0.0023714211014090503,0.182701131133118,0.5592629058714802,0.5658488217930611,0.7632872940503226,0.7427969879075131,0.7192818702028922,0.4609199175529538,0.4422732353111476,0.9193172956043554,0.7165686167261067,0.6345114950378072,0.8284748936854317,0.38976578389714805,0.6375601403359158,0.523586577898986,0.7328989333101652,0.4535454954207814,0.47059991436847065,0.10597039022614098
lh_OrG_L_6_1_thickness,0.23581755237378224,0.010372549298848982,0.024761864029043797,0.06802829501150336,0.20434082804788212,0.0032392046165416687,0.00010442405905293836,0.02804361675632678,6.625664395889725e-07,0.0011028455053919298,0.06285944952583011,0.17204908875014752,0.004459556374187467,0.36493541200484597,0.49178761178310487,0.2577101755907748,0.32321480396904345,0.020170394802007684,0.6308743839711779,1.0,0.4454818599657337,0.6004885758675866,0.044766418697871624,0.4637353208420392,0.16483402317896476,0.0030946197964928954,0.03595091100882372,0.2984641056589649,6.262738347409915e-05,0.18914837204250312,0.2525424266041706,0.23506194819381285,0.13159359606093185,0.908048582847793,2.036156180660414e-05,0.3288290055036154,0.015553850434562103,0.6494576222612548,0.2641120907281988,0.15156300306749,0.010437449306102346,0.16503110697567755,0.059061442433715944,0.07834208544717747,0.359563663487654,0.011732937016604284,0.15331497026855453,0.19382225457132377,0.1898402118973328,0.03393467299137746,0.535142405501249,0.37138633301228596,0.16897384806723528,0.5755002749693637,0.4721791299954077,0.32551066877636337,0.43962460608495707,8.656297055438145e-05,0.429099124071842,0.06089524785324215,0.07771192858510302,0.41745992226450546,0.14640075624855467,0.24028676725154485,0.9261009206394955,0.4457959614984704,0.1679864176538277,0.12507225666868452,0.005899011519420273,0.021789782718781285,0.3385202687925491,0.27235721592430856,0.7552387856737446,0.027520884612341225,0.006895700809690864,0.0008765438961384481,0.024290712949829762,0.9622340523667392,0.34872380897391686,0.2982163876836924,0.28342464550581736,0.2862221682394803,0.2363432645837784,0.20973841746680985,0.4857413110160159,0.6406632314133818,0.1867333452421717,0.551961544504604,0.04029109278085438,0.22404741257680807,0.29073458294140025,0.7773469846559536,0.3071289384384138,0.37857341330918653,0.050442868865798206
lh_OrG_L_6_2_thickness,0.3410267472765047,0.41138814359035203,0.527496397071549,0.6438416608364987,0.33450237906500485,0.39792093278591956,0.12189128905184414,0.520981613501256,1.5646234467758406e-05,0.3037305055014205,0.5306622674302779,0.3387611628427245,0.4243347366816938,0.12692908577833442,0.03769360466653034,0.3570940284371826,0.1469559815447792,0.5126659890836079,0.356106360823193,0.4454818599657337,1.0,0.37558851832081136,0.47759733512212277,0.7772589026555332,0.8017188045828847,0.39425976643744937,0.5652132989249399,0.5000053402566265,0.11013785832295307,0.8000889126971868,0.2835964447499556,0.24847235857260083,0.6013291358125877,0.5078003768158107,0.0680527145209127,0.5708372711883757,0.17761807757074918,0.3301166614848727,0.6834789187200339,0.43164420000987364,0.4817994692073259,0.8039889423978679,0.5422742631074255,0.665196717139304,0.14193152477815055,0.4880021413189192,0.6609216229007664,0.5070698829938518,0.36001399541819845,0.5602141901886437,0.39573159643518185,0.023614264337441772,0.8006926190330963,0.8339640144546807,0.06975082525497506,0.1696519430188142,0.8643979687954975,0.0028857574864242447,0.5850784635352309,0.6069002848578506,0.4532434562416235,0.8154879666816031,0.7393042904783845,0.6893522311999141,0.5245432349184754,0.08616875505170728,0.8093305547841032,0.43831625782103445,0.38425944483947627,0.5040775082577167,0.1570799021099374,0.2105696479156588,0.5120989910151698,0.4987772716356185,0.45633117296411624,0.28418191810574156,0.5188224069315609,0.44280430344804855,0.8802323867071609,0.38626391433450036,0.3842071492568118,0.6237588702580572,0.24427429840289033,0.274689618418005,0.2436862549068077,0.44526303474704415,0.5162327822124485,0.30209217847064807,0.5016594752167227,0.7148408418155073,0.917829005592262,0.6281898583854197,0.9245973159791268,0.9646227355262507,0.46991830528138395
lh_OrG_L_6_3_thickness,0.6876494030419231,0.2148586507554206,0.23648474768326594,0.46824565227816006,0.6039256919728675,0.017899077541563696,0.007750165230816482,0.218908434269237,0.0006229186689813801,0.006548994899025855,0.38864284549213135,0.5051870333311389,0.020693089883285193,0.5618721655090677,0.5249846051867073,0.7419153187888848,0.4520682656526715,0.17269774939886928,0.9924925470957804,0.6004885758675866,0.37558851832081136,1.0,0.11148740356020231,0.7051642578157313,0.5618035742185705,0.012209771465511651,0.37182996498696375,0.43466133322774175,0.0004115268578032045,0.5971202385181482,0.6552430025329523,0.5211994491275946,0.5986012419677749,0.6543676917665338,0.00023457288738715714,0.8226443177516897,0.276231157034249,0.9288557948388115,0.7252858969887965,0.5004758910402872,0.09232833774942291,0.5422883397858693,0.3884102249303117,0.4924600546581426,0.6100713732718442,0.09585903513661616,0.5077636073325962,0.6933487611245375,0.5984102973778345,0.333617446040723,0.986914229310803,0.3811726933527637,0.5712983967703861,0.5556958535565336,0.6389261140299132,0.5984990662091803,0.3038780022875308,0.01629547893188245,0.3058597855593844,0.45005293550071485,0.31584104155878734,0.6691100806753127,0.5194111760337622,0.7049501318707394,0.7667712641208324,0.6413160808241656,0.5473538974994218,0.500535661257161,0.15073789794678116,0.3009969681730808,0.5970996849067332,0.5461795970059283,0.9342199635970013,0.09162481865330148,0.040112349865349964,0.00411965808835958,0.20128700173823522,0.509666019371942,0.6040293469442046,0.8144565797105028,0.7944821412760801,0.7700696459811376,0.5124145769663677,0.494750622274919,0.935455739402191,0.6658101742776432,0.6834915259415903,0.775851991342499,0.3940119641892651,0.6792622372453758,0.5485504007686223,0.769633160134557,0.46377548487665066,0.49818199519391476,0.1382740616809786
lh_OrG_L_6_4_thickness,0.34334523368535563,0.29703816696526636,0.4812381588133411,0.4281953360447162,0.36850770475891426,0.5871786929069679,0.31532732046062534,0.5009905002214295,0.4528242256962703,0.6051682176382027,0.5053704888664277,0.40094641995124514,0.6436424091445972,0.22835847145271665,0.1492135358879737,0.3307028118144592,0.5203613014587112,0.48987285950635695,0.08126366587417429,0.044766418697871624,0.47759733512212277,0.11148740356020231,1.0,0.40291229228806474,0.4767836331246442,0.7402418748042536,0.41237419081769683,0.022714722603951527,0.4907036536687744,0.4986187557286545,0.31661207012087633,0.33622485286810033,0.4882486528949882,0.019623119150373538,0.5347067262835894,0.36353776401734633,0.07254455920982632,0.036681231056009775,0.44776295662747373,0.0681624644606525,0.4762399960417232,0.44362952042076453,0.5050108460740705,0.4670839427175455,0.21622849707981823,0.48740965228486366,0.25726316459383475,0.42500819313427285,0.3862353870927202,0.4691105476936074,0.16062991880941638,0.024710512902799953,0.48612288685043464,0.41945618229422593,0.11387618008924369,0.24598528789179808,0.27447411838092745,0.16654528413488548,0.046048987994390084,0.37729442621031695,0.5048585415354668,0.4407038948761544,0.3616641844750883,0.46179641088568985,0.04937964885241819,0.13892353443095098,0.4543587114341724,0.4567596687985479,0.2956866813096119,0.3685077047589147,0.23560692908123132,0.2995643636661416,0.10409316267915873,0.6546436046901881,0.5476199482490327,0.628953386278163,0.4949400385376482,0.017476974866788102,0.48950125372595843,0.31035470815831506,0.32025270018012597,0.4114429993349291,0.3366244061748741,0.3633217232842555,0.13325477198070118,0.005322111727856951,0.4326967125299307,0.009465044307866616,0.2956239048186284,0.47772976102749526,0.49502314148385584,0.20196869525438896,0.40461513633631213,0.4987517413760672,0.6662236747078834
lh_OrG_L_6_5_thickness,0.6642637352660599,0.1962495444748354,0.3642678089693169,0.5081449654518562,0.6242077325052745,0.13186843050985275,0.016443699821731876,0.37855657072500815,6.569085282516914e-05,0.07364679747666524,0.5337139509264296,0.5843680579309813,0.15491882369809043,0.40624880717192763,0.2107856486077493,0.699367285447366,0.41687829119319053,0.32718735110145675,0.6537964440081043,0.4637353208420392,0.7772589026555332,0.7051642578157313,0.40291229228806474,1.0,0.7294257004248104,0.12832430429719252,0.3941167044473395,0.5031469378237983,0.013082532037204359,0.8066747315087748,0.6049015881762461,0.5321604321298721,0.7331477516068537,0.5344923454370311,0.006318587780274887,0.9080982001255558,0.14024772082188766,0.5573267995906515,0.9162207102056195,0.439631998601612,0.23931772072208754,0.6839362223012856,0.5269489158734176,0.5715522897786769,0.43578283372933796,0.25224007913378643,0.5219917710639859,0.7758729534059549,0.6377824304420503,0.4192314031688188,0.7616394221190472,0.08709296323129584,0.7508029955095294,0.9492717899369583,0.29813362095337764,0.47148965404349646,0.5579961459927241,0.0031651109269677773,0.46632194646408665,0.44855294026285325,0.5116685471878405,0.9936360873671675,0.5849701222636434,0.8970279672748643,0.6230817469445613,0.33862029979859887,0.7003394211948506,0.6186914544858606,0.15628145224141154,0.3024382563032423,0.4548890838761801,0.5053769566864673,0.7682513369745516,0.345650744931879,0.19298580830608666,0.06461710448605575,0.3561956914940308,0.40308783685673905,0.9490194295301962,0.7523439898043813,0.743174126060927,0.9130982217961128,0.5261896938345968,0.543128436000933,0.5891313350529341,0.5288843722117363,0.7737774558206524,0.4611194280300657,0.3348989375849605,0.8829339647892149,0.8558321398847837,0.8517477810217496,0.7121763094684953,0.8812264537862693,0.41997550406705136
