,gradient_1,gradient_2,gradient_3,gradient_4,gradient_5,gradient_6,gradient_7,gradient_8,gradient_9,gradient_10
rh_MVOcC_R_5_1_thickness,-0.025501813113654806,-0.02649210775869646,-0.04522730884000519,0.013272017025176025,0.11087138382758525,-0.007833010178011333,-0.0018432676409643584,0.000975912188376091,0.06985857339345561,-0.03943327668028719
rh_MVOcC_R_5_2_thickness,-0.08119233294323372,0.23096435355408065,0.01885464652848472,-0.03951566531782297,-0.010907372938221431,0.006115232748672977,-0.00016969893036759685,-0.000782382007498774,-0.003960250898438657,-0.003848247464093213
rh_MVOcC_R_5_3_thickness,-0.05705497797989668,-0.06415824796377824,-0.1243282056793934,-0.047996380195682906,0.034150161182954906,0.1670092053724754,0.0035912412438518556,-0.0031450232477102952,-0.012462520444474965,0.009768162254362313
rh_MVOcC_R_5_4_thickness,0.2062279775534221,0.030010604619673458,-0.024821371113267172,-0.022887737663846115,-0.00734975506496258,0.0029081272360493592,0.0031775670776816823,0.0003519381856833887,0.00031007158864347726,0.0016421942607709238
rh_MVOcC_R_5_5_thickness,-0.0322153048819045,0.14072487062696312,0.0028926354830172744,-0.026460984778012626,-0.010028122829055412,-0.005235375812315844,0.0007396695676257652,-0.00023582582102602923,0.006113635291115334,0.005435421389928919
rh_LOcC_R_4_1_thickness,-0.029929184538707746,-0.031812832015042855,-0.0551968144290895,0.009224165802456484,0.1234909508706979,0.02780321206231312,-0.0014508390192509728,0.0012382225828834073,0.04963565388124303,-0.05804843760231144
rh_LOcC_R_4_2_thickness,-0.019348270693514653,-0.018951976661666814,-0.03160974003312217,0.017205133854961283,0.0829080508559983,-0.04975493770539684,-0.0014041686816357484,-0.0012140771500246787,0.10110378777903266,-0.009203148678358425
rh_LOcC_R_4_3_thickness,-0.027225660160910863,-0.028484347247440082,-0.047781890307875885,0.017237687687553387,0.13980288024541843,0.0021609110295191113,-0.0024883060454400662,0.0020692259280243003,0.045142965848537046,-0.0641784322568478
rh_LOcC_R_4_4_thickness,-0.02628305116075314,-0.027069506464971468,-0.044870057785577275,0.02109191847831771,0.14609384702199377,-0.014638258243890305,-0.00291523044170184,0.0021734935391119112,0.06390070754853167,-0.06865430281744864
rh_MeanThickness_thickness,-0.012918714045625432,-0.05027343623832599,0.10370878715935386,-0.03929912924821918,-0.005575396593577394,0.0032169535328710934,-0.058683675295697506,-0.0254434729512994,0.0006945772868085723,0.004155133488858902
