,gradient_1,gradient_2,gradient_3,gradient_4,gradient_5,gradient_6,gradient_7,gradient_8,gradient_9,gradient_10
lh_SFG_L_6_1_thickness,-0.033317572934721325,0.12326793256717451,-0.057935149237589155,-0.07797213080294046,-0.005123769218678919,-0.013604078759321682,-0.03557788617614826,0.00017903489423189224,0.012317638182752578,-0.00043526958734834933
lh_SFG_L_6_2_thickness,0.15830820631647424,-0.08666857480239891,-0.054981648063407884,-0.055318835483070955,0.008066804074943335,0.013263730556207913,0.002179419867603314,0.006767843646322005,0.004530357217131103,-0.02992381124661401
lh_SFG_L_6_3_thickness,0.11217235174334088,-0.02654435984769948,0.06438876966126598,-0.032953101494574866,-0.005874696238876288,-0.019867952311846036,-0.011116701806073935,0.009001330082797847,-0.0056860774547328715,0.031592405605962263
lh_SFG_L_6_4_thickness,0.021049892018913056,0.03559967891514181,0.10107599091505595,0.014997608415960558,-0.012809725117515144,0.04781115467980267,0.027489007772121904,-0.004990493417423866,0.014729109289825282,-0.05476322986700808
lh_SFG_L_6_5_thickness,-0.024527376826354166,0.11412393660117671,-0.05042149856989899,-0.06002951889480507,0.012951700804109534,-0.047147637798439286,0.023115766193802706,0.00037149668985367464,0.00774502366484115,-0.001952117205080965
lh_SFG_L_6_6_thickness,0.035423992713993324,0.001732593900525549,-0.04593838681531823,0.08297884495528597,-0.037793758079785196,-0.016195497870732774,-0.008726933287820069,-0.07181223446024589,-0.002914009214724135,0.02149519107526602
lh_MFG_L_7_1_thickness,0.024892189813739075,0.01634315810185567,-0.06104205452058219,0.14446346467806048,-0.0677417993692216,-0.027091049898991512,-0.022178273184373265,-0.06670512997804502,-0.0005385680781674588,-0.0007568542999649581
lh_MFG_L_7_2_thickness,0.11776789206767042,-0.035058756359620344,0.04618786001602484,-0.03766932320091168,-0.0029991054234678517,-0.018432347712321728,-0.010246751050454245,0.010789202427478679,-0.00725660572378581,0.039255425710595725
lh_MFG_L_7_3_thickness,0.008059314443063074,0.021005925422881443,-0.03735874094342509,0.10888965916794392,-0.04572984688352186,-0.019840726648299414,-0.01388718126403038,0.08182373236998436,-0.0012086408556233861,0.0029285756359843846
lh_MFG_L_7_4_thickness,0.020677251554107115,0.016517835259356302,-0.05193296538907584,0.1274972576539854,-0.058120827427161716,-0.024199498749275686,-0.017883667556401812,-0.047176679020010916,-0.0016565572879293775,0.009095570366306264
lh_MFG_L_7_5_thickness,0.047572548415827476,0.04895705030544799,0.14605862939538114,-0.008697379588645643,-0.02049088751630817,-0.04586478127893631,-0.02377210637759941,-0.0036573277240396656,-0.00207532457463753,0.004554404649318873
lh_MFG_L_7_6_thickness,-0.014700871972426402,0.10422329161112118,-0.036919325841858565,-0.04212056318869112,0.02732323393906525,-0.07780099376299217,0.07638532793520411,-0.00022282484219742188,-0.0014061984411016012,-0.0010605543668418195
lh_MFG_L_7_7_thickness,0.04055053558017062,-0.0026101680998479103,-0.044934698100503344,0.07262906370818925,-0.033353313174574135,-0.014288877059117598,-0.007128306350891707,-0.05936293925074318,-0.00322500547929743,0.023840607765461996
lh_IFG_L_6_1_thickness,-0.012414515499121443,0.08997650253253933,-0.04134835440531701,-0.02670896138160245,0.03940259530082761,-0.09134181348959262,0.11581706222056082,0.0001556499321691436,-0.008244249264420852,-0.0034111712052181317
lh_IFG_L_6_2_thickness,-0.010741680376451953,0.06613615418289638,-0.03147482117583897,-0.012783642738239454,0.03856589147182768,-0.07467745484532741,0.09845849333872991,-0.0010188116960726937,-0.00497043198557321,-0.0013594803045258834
lh_IFG_L_6_3_thickness,-0.03430730944911349,0.125481668966116,-0.05777106406569221,-0.08133373849246589,-0.00904131108663117,-0.006534241166084545,-0.04854463123747931,-4.131175382253247e-05,0.013382680947563539,0.00015414150604299033
lh_IFG_L_6_4_thickness,-0.0017649629806760225,0.05695795777013187,-0.03186664568770303,0.0016186124636677185,0.02254397598565512,-0.06394452940077264,0.08205608822795152,-0.013170049957105277,-0.009473966955411932,0.01259294078771283
lh_IFG_L_6_5_thickness,0.1311435667631477,-0.05688484433646127,-0.0007674948383263269,-0.04447552859924189,0.0029945779390414076,-0.006520081206720032,-0.004244036788183466,0.009062416771166891,-0.007202904190745608,0.043573119850261
lh_IFG_L_6_6_thickness,-0.08890035641434693,-0.06635945878121728,0.006408171914970898,0.012539029239735964,0.06806450310121377,-0.0248885954842829,-0.024217742384523688,-0.0010651772818880162,0.08181842732828132,0.003160043713496835
lh_OrG_L_6_1_thickness,-0.03554727121371383,-0.011764342210445153,0.004717937874079576,0.05665432260904847,0.16527324342063562,0.006312993173107378,-0.05527109607241982,-0.0019944518168735453,-0.04715120644550166,-0.014472975989530642
lh_OrG_L_6_2_thickness,-0.020522199084687113,0.018526428476649825,0.02125485797603773,0.02478809586598655,0.0048878224668951024,0.1125011500068642,0.06771930647940538,0.001071594269061214,0.0014245233529905283,0.036725697465047585
lh_OrG_L_6_3_thickness,-0.08979195948158812,-0.06725523985402379,0.0064633576824747125,0.011972638022559162,0.06688108379828628,-0.025205919595141256,-0.023938515798582048,-0.001064367216455916,0.08231992314727804,0.0031526117885890717
lh_OrG_L_6_4_thickness,0.0190414656728696,0.018290878992983726,-0.001813930138634853,0.05359934567983704,-0.02309997438781905,-0.021415887546971067,-0.003919500130785109,0.0009959973758499603,-0.0049434250463288466,0.03096202036660332
lh_OrG_L_6_5_thickness,-0.08657607621656595,-0.05508295223430481,0.008265528436024237,-0.012940464834142983,-0.027540717977975995,0.026578683681923683,0.025888290444934625,0.0018849776208055525,-0.04491622074410015,0.048957192701456084
lh_OrG_L_6_6_thickness,-0.02365200775082071,0.03567474248815745,0.026367501829607055,0.008612778780204913,-0.013102066352057911,0.12572629749051784,0.05394028521001829,-0.0023213968391874603,-0.008225169899019958,-0.021431279701583667
lh_PrG_L_6_1_thickness,0.04422444976320126,-0.008266138354126852,-0.041724360811421626,0.05690701569504119,-0.02617798822106201,-0.007578251254133288,-0.006639336811364187,0.0217125555855534,0.0010050314531056294,-0.003994529550716346
lh_PrG_L_6_2_thickness,0.04393582724754447,0.03380345468522282,0.13767903047146043,0.00468307346734649,-0.018131807642351554,-0.008502145822054073,-0.004583225882964496,-0.0036556407289697022,0.0071601014246843,-0.03515858225401783
lh_PrG_L_6_3_thickness,-0.00927142129018654,0.02140887426252913,0.017953190862222836,0.02653745362157997,0.005786758822642043,0.09513639423048628,0.062355082689606996,-6.673122406214271e-05,0.027884361971200897,0.005617863796396117
lh_PrG_L_6_4_thickness,0.012390759956308393,0.020796663604094268,-0.047048888451057376,0.12894128676823258,-0.05728921140280579,-0.022691953023475504,-0.019357162578171962,0.03748003712021881,-6.808910132956653e-05,-0.0034281078597531863
lh_PrG_L_6_5_thickness,-0.0316385575688385,0.03334248844161688,0.016698285812123317,-3.555317319152853e-05,-0.017058285378166723,0.11729228835690357,0.04196362839421626,-0.001572572023028662,-0.01839004988664136,-0.00701173063704799
lh_PrG_L_6_6_thickness,-0.021235107410714205,0.10873428457977646,-0.04976514895775107,-0.049668348359841005,0.025237914350297427,-0.06976043336417065,0.06504160185044583,0.0005422713023385577,0.0027082456308837556,-0.0042352432275564395
lh_PCL_L_2_1_thickness,-0.016430649934670576,0.10708871084835825,-0.047641559304091634,-0.04065589462738622,0.036715253248142746,-0.09228868697278915,0.10509564103297153,8.781868727069172e-05,-0.004290939538925673,-0.003765494430497013
lh_PCL_L_2_2_thickness,-0.03715704224327782,0.09295328764672715,-0.02652777306233822,-0.06571226660852844,-0.030381872461792834,0.052046088966793615,-0.07113765788243731,-0.001610724111117369,-0.010309773755023994,-0.00231086441274259
lh_STG_L_6_1_thickness,-0.03291750782214294,-0.00902749016734631,0.004149598123855951,0.05683311274566909,0.16574755542979794,0.0056697283143833125,-0.055421203447198635,-0.002156618686905056,-0.055140528523542814,-0.021262105448899175
lh_STG_L_6_2_thickness,0.012895243800008333,0.021616343389937617,-0.04963462439625244,0.13577701730348676,-0.06086986615263779,-0.02424573486339814,-0.02078394576428667,0.03427248506422984,-0.00011284311275617974,-0.0042401403433345395
lh_STG_L_6_3_thickness,-0.1470571932507695,-0.11276839677832722,0.007527758504491572,-0.04387628221117947,-0.06175042133991013,-0.01831086494497025,0.010144651664680284,-0.0007599880232056967,-0.04094135372322136,-0.011350354426211235
lh_STG_L_6_4_thickness,0.07525823087331818,-0.03173494174077815,-0.03206789124531981,0.004467730874548459,-0.005930753609458888,0.014303449967137831,0.005764797644547927,-0.02449099506773694,0.011071351237342928,-0.04143622931899042
lh_STG_L_6_5_thickness,-0.05953379154446828,-0.03768948521959772,0.004876797106460491,0.0302760010359237,0.10279156180929773,-0.013028694807180597,-0.03218171106405041,-0.0010836063796402357,0.05015787735295488,0.0011010318281178034
lh_STG_L_6_6_thickness,-0.10358596791268959,-0.044519839763740174,-0.0036216299306692993,-0.044167631793387556,-0.05434614349015088,0.0174093858561692,-0.001929611438936985,-0.00034198537993870387,-0.05608339409065727,-0.0007094349753921798
