subjects,region,gradient_1,gradient_2,gradient_3,gradient_4,gradient_5,gradient_6,gradient_7,gradient_8,gradient_9,gradient_10
sub-31151_ses-baseline_fs,lh_SFG_L_6_1_thickness,0.09824540624608735,-0.0013598503652740776,-0.016105418934776853,0.09131109827814848,-0.07635266756742377,0.11536136658421033,-0.015551686291597413,0.020709738352154516,0.005449293407529158,-0.02447720380584127
sub-31151_ses-baseline_fs,lh_SFG_L_6_2_thickness,-0.017602828882173648,0.07960097346754191,-0.09000071654934229,-0.01399947292407224,0.15020805535519957,0.06706194820504638,0.03905997042684745,-0.07447909448508719,-0.056241212652223434,0.007477105283429283
sub-31151_ses-baseline_fs,lh_SFG_L_6_3_thickness,-0.04416737417665795,0.0452543876083632,0.05139051253060945,-0.01794009059271046,-0.11026384866363284,-0.04893151286423726,0.011233638200172544,-0.04587492406648885,-0.12737987005499352,0.06832110352590046
sub-31151_ses-baseline_fs,lh_SFG_L_6_4_thickness,-0.07449248507695326,0.057932373970659236,0.017116019275137218,0.011143769680716469,-0.07200095250679558,-0.03382741311812482,0.07034615089476806,-0.05695450636271189,0.0585088370584085,-0.04739148467895615
sub-31151_ses-baseline_fs,lh_SFG_L_6_5_thickness,0.04577429871259431,-0.040173332624323384,0.0143812788621333,0.07223335512706075,-0.04026724834653334,0.09266840928490547,-0.02868559424286313,0.014219466604499891,-0.027342341008665942,-0.07790527714031936
sub-31151_ses-baseline_fs,lh_SFG_L_6_6_thickness,-0.020005114988855544,0.07916022119392781,-0.08860728796840109,-0.00837034649884963,0.13854448854075202,0.059345589252626625,0.0380093019138172,-0.08794341401979965,-0.0449714897452603,-0.003559617973834567
sub-31151_ses-baseline_fs,lh_MFG_L_7_1_thickness,-0.06368558062497147,0.044997419683831946,0.04771138121913527,-0.05830797193630879,0.048724876293308274,0.06045741735767096,0.06732139729930282,0.19523287052450344,0.005452348462004872,0.025799640843578518
sub-31151_ses-baseline_fs,lh_MFG_L_7_2_thickness,-0.04256300032995193,0.047189336233321826,0.05539590023829422,-0.014108864590310402,-0.09042719357131526,-0.044353526793205686,-0.032653449579109615,-0.035954427869607654,-0.1262957438981264,0.06406502760228776
sub-31151_ses-baseline_fs,lh_MFG_L_7_3_thickness,-0.006896295797873888,0.0021135769236390245,0.00387186184690074,-0.0023111249809514038,0.002064753484848794,-0.001084049807863605,0.0017432611257323437,0.014038324817832612,0.004044839683427374,-0.0014555356492081326
sub-31151_ses-baseline_fs,lh_MFG_L_7_4_thickness,-0.016855344999471725,0.07331329448436219,-0.07939186973665745,-0.018461215482984832,0.14392394902527128,0.06721590378012417,0.03847575731523973,-0.04975455486257607,-0.05754408909728554,0.015039166742196096
sub-31151_ses-baseline_fs,lh_MFG_L_7_5_thickness,-0.0426171078017196,0.03022258605033107,0.014793645987299401,0.05396131726172332,0.030561402568983386,-0.04045136134299888,-0.13615665930488172,0.012450708464013381,0.053070662608378665,0.04637781362924428
sub-31151_ses-baseline_fs,lh_MFG_L_7_6_thickness,-0.007367879609411619,-0.09228233998795042,0.02973375412099895,0.06682384295006424,0.0031906046990553836,0.041632499117241845,-0.015084952007270967,0.008900077177501792,-0.0473746867538721,-0.09018909486734752
sub-31151_ses-baseline_fs,lh_MFG_L_7_7_thickness,-0.041605414399283475,0.06953951541612267,-0.0490022780426588,0.002234556437391591,0.0654643740384054,0.026954547780241887,0.044790849627014025,-0.07325088213029782,0.014047111145605527,-0.038263680514003855
sub-31151_ses-baseline_fs,lh_IFG_L_6_1_thickness,0.12655030835573847,0.006262572163024135,0.06788042757018854,-0.048714630407348074,0.04507062162497314,-0.08661385182410655,0.012837641868644877,-0.0052377748666163045,0.0225770432292685,-0.03106873500626547
sub-31151_ses-baseline_fs,lh_IFG_L_6_2_thickness,0.023028402473590077,-0.087215209704745,-0.016581941274341597,-0.13447907010408439,-0.02076798655412201,0.01868021119816414,-0.031733542191031736,-0.03534712360008253,0.05958878068954973,0.020004327910501316
sub-31151_ses-baseline_fs,lh_IFG_L_6_3_thickness,0.11570413377346438,0.00792234146483516,-0.023235753274130282,0.09605199548659954,-0.08038268833418744,0.10860966057767343,-0.007418694884327673,0.023842070808798296,0.013585143371222713,-0.009767020997430716
sub-31151_ses-baseline_fs,lh_IFG_L_6_4_thickness,0.15737936714241285,0.03098540180212705,0.0496437566776364,-0.012990235169131087,0.035515087154236284,-0.09983428370858807,0.020781831966441296,0.016539065180025233,0.012998383276167076,-0.040471410060589234
sub-31151_ses-baseline_fs,lh_IFG_L_6_5_thickness,-0.04607502640977985,0.04477533459781488,0.04710424429474017,-0.015508937719947075,-0.1092632637484335,-0.04849288497255568,0.02306645871836848,-0.04683604689580017,-0.10961908726965346,0.06056474631564633
sub-31151_ses-baseline_fs,lh_IFG_L_6_6_thickness,0.03410243774474138,-0.08589619968102807,0.010971714991904332,-0.1341449120844516,-0.010117342084424068,0.021088520287103108,-0.026582382823646545,-0.04534181425442621,0.06481218869496613,0.02476044160557089
sub-31151_ses-baseline_fs,lh_OrG_L_6_1_thickness,0.010203157517540872,-0.08328754471605347,-0.07049997366170481,-0.13219648663680597,-0.03797820106058138,0.001369346412933832,-0.04011024609801929,-0.010617605938702604,0.04558288140213727,0.0031894969710618702
sub-31151_ses-baseline_fs,lh_OrG_L_6_2_thickness,-0.042565407639441416,0.047188331576765864,0.05540059608418822,-0.014129881958097069,-0.09049727444545168,-0.044370941062817845,-0.032556219823811225,-0.03598425553568589,-0.12636135833452858,0.06410416685503977
sub-31151_ses-baseline_fs,lh_OrG_L_6_3_thickness,0.06912939450025475,-0.07749575474656666,0.0663875382436788,-0.13248724224517675,0.014996304792713565,0.011536107524238145,-0.014113099496060546,-0.06007436325568799,0.07263541903284541,0.02698406431604959
sub-31151_ses-baseline_fs,lh_OrG_L_6_4_thickness,-0.04553311453447743,0.039475593579157676,0.023132570777854824,0.04871534605605225,0.027145348094464127,-0.03757761672255038,-0.15275651205436255,0.011308971435927184,0.04327813646872487,0.037794053728103495
sub-31151_ses-baseline_fs,lh_OrG_L_6_5_thickness,-0.02292556502116085,-0.10832176704760751,0.030798582960578264,0.06731511609248084,0.017042346724381378,0.021053549711577017,-0.006461849196289319,0.007339813538082641,-0.04938059274890231,-0.0841625374112713
sub-31151_ses-baseline_fs,lh_OrG_L_6_6_thickness,-0.04339052058665542,0.04659693947125906,0.05469942699023472,-0.017203749056914835,-0.10329938798212339,-0.047512042660697695,-0.010052218510520643,-0.04197358305398031,-0.13288051247649912,0.06899922307501007
sub-31151_ses-baseline_fs,lh_PrG_L_6_1_thickness,-0.01998642434571815,0.07917251272544922,-0.08864654226733427,-0.00838151902397228,0.13861634715627028,0.05937800974705577,0.03800721426844317,-0.08795750745405065,-0.0450293259022439,-0.0035241257316080557
sub-31151_ses-baseline_fs,lh_PrG_L_6_2_thickness,-0.0768254316086158,0.06061124693596289,0.009034847071397985,0.01550465333162435,-0.052272653910082394,-0.02531403715112552,0.06796612781723604,-0.057784554706767764,0.086371986365303,-0.07187709834904002
sub-31151_ses-baseline_fs,lh_PrG_L_6_3_thickness,-0.05599554066087429,0.035884540217652465,0.046303213591462396,-0.049874241966080576,0.03485796237157597,0.04860145155930141,0.05684815023464856,0.1741483209829588,0.009008357949805793,0.020698733340355976
sub-31151_ses-baseline_fs,lh_PrG_L_6_4_thickness,-0.0638890492832455,0.04493128545169559,0.048162993700425406,-0.05845383776042024,0.048396534678879465,0.06044481209705161,0.06744792560641953,0.19611003678375347,0.00570667144499949,0.02580269814194786
sub-31151_ses-baseline_fs,lh_PrG_L_6_5_thickness,-0.05046356400829122,0.049560362016373496,0.03326195024238561,0.04468357750100771,0.02242152428507678,-0.03671426856685256,-0.17295815909968126,0.009460588261135239,0.03055245240485504,0.03172791033583752
sub-31151_ses-baseline_fs,lh_PrG_L_6_6_thickness,0.147945433706285,0.0200490146175292,-0.03289792241898162,0.1090079532632267,-0.09084373771568309,0.10778162364814095,0.0022947400936300984,0.029480018761268753,0.024273211184997694,0.006728687408664011
sub-31151_ses-baseline_fs,lh_PCL_L_2_1_thickness,0.14793242946120996,0.02003332112543456,-0.03290163691576844,0.10902895605006861,-0.09086773697517068,0.10784060485678623,0.0022776829887233346,0.02947691397687853,0.024266706932867397,0.006715504019822243
sub-31151_ses-baseline_fs,lh_PCL_L_2_2_thickness,-0.034826582331238906,-0.029084943317396902,-0.01062477919290123,0.07537453673488746,0.03430958551296147,-0.055934176991950635,-0.04648381037662468,0.01126760135306647,0.055056989100574084,0.07647021886759464
sub-31151_ses-baseline_fs,lh_STG_L_6_1_thickness,-0.0007577745147092291,-0.06072694558254236,-0.14990096918121265,-0.11198991243662641,-0.05679623976850147,-0.04428533258066321,-0.04835773243382028,0.0368432860840944,0.012702705620260565,-0.03573001120667272
sub-31151_ses-baseline_fs,lh_STG_L_6_2_thickness,-0.06297582363463002,0.043482565244269925,0.04848946010854963,-0.05738729527220715,0.04593566868665787,0.058686512846201966,0.06604881400546721,0.19403250702305166,0.00652393573653566,0.025060050341301803
sub-31151_ses-baseline_fs,lh_STG_L_6_3_thickness,0.04577429871259431,-0.040173332624323384,0.0143812788621333,0.07223335512706075,-0.04026724834653334,0.09266840928490547,-0.02868559424286313,0.014219466604499891,-0.027342341008665942,-0.07790527714031936
sub-31151_ses-baseline_fs,lh_STG_L_6_4_thickness,-0.06383032642176892,0.04502655588914713,0.04793002645328318,-0.05842932989063123,0.04866268376906733,0.060527219850009764,0.06744727289890824,0.19577506457431687,0.0055482423469055365,0.025833553267150734
sub-31151_ses-baseline_fs,lh_STG_L_6_5_thickness,0.009861177394337887,-0.08275793533661993,-0.07222144959485943,-0.13163446451381394,-0.038403682921171405,0.00047041987895010933,-0.04026135588684264,-0.009576012934468577,0.044845377244735335,0.002399752476697717
