,gradient_1,gradient_2,gradient_3,gradient_4,gradient_5,gradient_6,gradient_7,gradient_8,gradient_9,gradient_10
lh_SFG_L_6_1_thickness,0.04376542120113866,-0.044506818335194806,-0.04189829385347996,0.10111506596796278,-0.03431817407551356,0.1025171536160623,-0.02240249881077199,-0.0019429467147464186,0.008340228326793458,-0.005082422863178512
lh_SFG_L_6_2_thickness,-0.05601856214560544,0.080980005819977,0.017996617404398948,0.004039525499058495,-0.08304187968396289,-0.014314635928453622,0.056318001845335815,0.012683426562010096,0.015811617641920805,-0.02461072839015793
lh_SFG_L_6_3_thickness,-0.05369096179983685,0.10926167419225136,-0.008145454598428466,0.030037055415347576,-0.10618049113855417,-0.037947865492369524,-0.011418724555691958,0.024675017365656447,-0.0244742797425302,0.03131878727894924
lh_SFG_L_6_4_thickness,-0.07113343491213074,-0.003027697964137179,0.10747049802578472,-0.03829565136283194,-0.040138801368082906,0.042506148336303985,0.06041167016187228,-0.01755868153410014,-0.007995352622382969,-0.02310279649300661
lh_SFG_L_6_5_thickness,0.07600522457913814,-0.02233377936628993,-0.021656470999450863,0.0850979445877869,-0.036939955305549714,0.10505839054589161,-0.04510063541399541,0.018317403006628603,-0.005854685388605784,-0.03218412397694616
lh_SFG_L_6_6_thickness,-0.04048165951610809,0.11380645675591528,-0.05641240315834827,-0.0003822446844207993,0.11605920944425949,0.015483304972891918,-0.0120360976328886,-0.04762422974173557,0.01737142917502727,-0.02908506844529664
lh_MFG_L_7_1_thickness,-0.028208907138226706,0.0694660800110052,-0.03991634007129887,-0.009006643679958624,0.11598813042301692,0.03488010922354219,0.02025129267864817,0.018363742715664853,-0.019601471659188185,0.005877023938152477
lh_MFG_L_7_2_thickness,-0.05428594484203309,0.11949014520054294,-0.017382727081471035,0.03345096340867036,-0.09799282506640064,-0.043223642059089684,-0.029224387033791408,0.013058508306295279,-0.019325858049680022,0.03393235506016974
lh_MFG_L_7_3_thickness,-0.015494228404882219,0.04464918489553523,-0.028129754280471198,-0.008423920877433577,0.084524161711319,0.024738490183069395,0.01748600406421396,0.017568529372602858,-0.023096915881719703,0.00815587350379434
lh_MFG_L_7_4_thickness,-0.032241504769684896,0.08429693783068029,-0.04908290948153016,-0.00778296673615751,0.13272887049882354,0.03674904767371029,0.017061562514102967,0.010363355954291633,-0.026520534587628656,0.0039027118744134263
lh_MFG_L_7_5_thickness,-0.04223688358780753,0.0869031541469836,-0.011793974072869003,0.0450769550794047,-0.10248170897381993,-0.03065857004574754,-0.023546011043030512,0.036471803698786574,-0.04734257442815834,0.04503469824910845
lh_MFG_L_7_6_thickness,0.09483110199204846,-0.011962852498659386,-0.01029536364230539,0.06860052076595537,-0.03404551375632064,0.09084081969897834,-0.04625323505049514,0.0217806023468771,-0.010130603060169656,-0.035653604011922406
lh_MFG_L_7_7_thickness,-0.04049171441916757,0.11395845212755805,-0.056471726305439736,-0.0003606095002527299,0.11609561222695977,0.015394228015788911,-0.012215086598123454,-0.048048674955951595,0.01763927286464092,-0.029342925548448508
lh_IFG_L_6_1_thickness,0.19663004057769165,0.027635343991058457,0.04932334708821115,-0.039057309420667485,0.006849929652694581,-0.04222780578914166,0.016568278773774602,-0.012418515133085766,0.0018826228194516667,0.013302399358426495
lh_IFG_L_6_2_thickness,0.15353448304482384,0.025429921167714222,0.03948102204508761,-0.040479007975201146,0.013690127566181634,-0.04765553667154013,0.024933619138041416,-0.016073616392086022,0.005881686587274603,0.025000250442776508
lh_IFG_L_6_3_thickness,0.02780152915144536,-0.06699707972504776,-0.04749305156875616,0.11581138601243084,-0.01840955051282252,0.07545990620257145,0.009786624459905446,-0.023661658137222614,0.017537966108226093,0.0055854701233315485
lh_IFG_L_6_4_thickness,0.1352048383355175,0.03047163803786317,0.029480910957726075,-0.031001757100626266,0.019424177919433842,-0.03216529630230297,0.013060164972380835,-0.016798683737999597,0.0064547489860582756,0.007573406806250175
lh_IFG_L_6_5_thickness,-0.057698805502551916,0.12661396406110312,-0.021047520200404825,0.02738936757359505,-0.07880631580972193,-0.044971745965417725,-0.024355109560590966,-0.011908958335081416,0.010905233448108693,0.01043944459192237
lh_IFG_L_6_6_thickness,-0.013321705351645109,-0.07658379430486903,-0.11187109419766668,-0.09058241276506443,-0.03244579906735943,-0.0037708864168751336,0.007264102628587852,-0.02120015621343254,0.011779024354244962,0.039615577260313645
lh_OrG_L_6_1_thickness,-0.014810444246807069,-0.06360465810770047,-0.10498401421031943,-0.11445360708076453,-0.03333180517703381,-0.006134360496226773,-0.0177915323867194,0.015158672938240607,-0.02766520895660463,-0.05488374045190033
lh_OrG_L_6_2_thickness,-0.04009221973904937,-0.04749109791326202,0.056457232254428974,-0.00906838203074986,0.03136244722701619,-0.027506655117390512,-0.0628916748810639,0.05064165009646959,0.05046527161666491,0.0038616674547146596
lh_OrG_L_6_3_thickness,-0.010728314419883232,-0.08411547253947824,-0.10858175060893596,-0.049390147568428557,-0.029458326634148192,0.0074836948782846194,0.020523821368677753,-0.03661083194364631,0.026705155889483346,0.06379680674964315
lh_OrG_L_6_4_thickness,-0.02828599383184209,0.07744709378529666,-0.044162982344272225,-0.006399405664518244,0.11466615206967273,0.028745125110674348,0.010667082085896139,0.0005271245068479132,-0.017715615475767017,-0.0011769034538753709
lh_OrG_L_6_5_thickness,-0.028420065346152736,-0.07812912872852755,0.00020391374640113668,0.060772057206950614,0.03883269674435901,-0.09870146350590196,-0.00018834805232700595,0.03289388326287971,0.00186419885020444,-0.030858759363232485
lh_OrG_L_6_6_thickness,-0.07816055531375114,-0.05283239246336102,0.1425092929320566,-0.04326331935469227,0.009581772248136585,0.03446908442682001,-0.0388981155079188,-0.06032442959337357,-0.04460611929575844,0.01516310414250432
lh_PrG_L_6_1_thickness,-0.026583922104870324,0.0648752363141989,-0.04086239195132,-0.00971315092769847,0.12219456839081942,0.040904709400807863,0.02926095637087807,0.04308844827751837,-0.047298202370082316,0.02544356638270331
lh_PrG_L_6_2_thickness,-0.06244381339543938,0.03927826517001429,0.06352604514270409,-0.018007060248080256,-0.07380087988109885,0.019087673599173766,0.0937634173565888,0.008243142151414515,-0.0005074440445625204,-0.03923505569747596
lh_PrG_L_6_3_thickness,-0.03326663535271468,-0.016132844447619005,0.048963932276943845,-0.02540773285131913,0.01977198950291177,0.024718629302831384,-0.006014643068518635,0.06090402266211176,0.07612685189539921,0.029184803901065762
lh_PrG_L_6_4_thickness,-0.02192144227489285,0.03724778872466342,-0.021036351621836907,-0.013382428770961765,0.09217367456114389,0.04073386559949711,0.03699085817080735,0.0739733942025476,-0.031215216429987275,0.04051897374051363
lh_PrG_L_6_5_thickness,-0.05877479975876489,-0.07097565511135388,0.08946560835863064,0.006873102614974039,0.03126192949588221,-0.02834749551399757,-0.03851709908696323,-0.030691603396546596,-0.03747360373725417,0.00444815434172104
lh_PrG_L_6_6_thickness,0.0952325391319119,-0.02031930503177933,-0.014415985077998166,0.07388283730121036,-0.03031356633649685,0.09651182394741253,-0.039632991109509894,0.013338358004838635,-0.0010534450693741005,-0.034728406368933006
lh_PCL_L_2_1_thickness,0.18073177073234267,0.01658456819893725,0.03212408537306684,0.0015466230711967174,-0.01144053105598696,0.016460625274543405,-0.019336077913392338,0.007749736966393649,-0.007741982414148925,-0.02403437346978181
lh_PCL_L_2_2_thickness,-0.0287719955890717,-0.06624558029426612,0.012707338975248502,0.07631978359051123,0.014031719880970508,-0.05071511372215671,0.019196585224197985,-0.011207999804672535,-0.03818069946561119,-0.0083422319381699
